Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES TREATED MALE ,TOTAL CASES TREATED FEMALE,TOTAL CASES TREATED ,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Year,Incidence_Rate,POPULATION DENSITY
Acholi,Amuru District,50,27,77,25177,13507,38684,23821,8724,32545,10643,8214,18857,14494,14057,28551,50,27,77,24979,13442,38421,23307,8657,31964,14378,13926,28304,10554,8164,18718,117484,50,27,77,24599,13253,37852,23001,8556,31557,14103,13619,27722,10381,8012,18393,814,1408,2222,43467,72134,115601,74185,44529,118714,14544,14084,28628,3619,240684.4494,66.50578873,3.1042,32.0837,2023,488.1245976,66.50578873
Ankole,Ankole,295,214,509,96857,83971,180828,123498,80621,204119,43580,38484,82064,37070,33898,70968,264,191,455,93086,81739,174825,118493,77640,196133,35199,32184,67383,41914,36836,78750,517546,258,188,446,91323,80352,171675,116568,76618,193186,34569,31499,66068,40965,36032,76997,1569,5402,6971,224689,283683,508372,301300,237188,538488,37365,34112,71477,15067,3530360.456,234.3107756,0,0,2023,146.5986282,234.3107756
Lango,Apac District,28,20,48,26929,14242,41171,30238,12484,42722,8750,6660,15410,10332,9202,19534,28,19,47,26541,14101,40642,29355,12341,41696,10204,9077,19281,8659,6596,15255,116921,28,17,45,26094,13874,39968,29044,12219,41263,10063,8963,19026,8512,6528,15040,1195,2709,3904,41601,73741,115342,76277,42608,118885,10360,9222,19582,1783,217993.4599,122.262176,1.8445,32.4014,2023,536.3509532,122.2621761
West Nile,Arua City,60,53,113,14260,8637,22897,18354,9247,27601,7694,6445,14139,7844,7372,15216,52,45,97,13757,8341,22098,17680,8958,26638,7605,7120,14725,7445,6149,13594,77152,52,44,96,13555,8231,21786,17444,8795,26239,7589,7146,14735,7373,6117,13490,1163,2928,4091,30333,46013,76346,48212,31754,79966,7904,7425,15329,404,376329.632,931.5089902,3.0274,30.9071,2023,205.0117595,931.5089901
West Nile,Arua District,1,5,6,9781,5607,15388,8340,3063,11403,4276,3055,7331,3595,3146,6741,1,5,6,8695,5042,13737,6681,2736,9417,3083,2779,5862,3600,2613,6213,35235,1,5,6,9681,5781,15462,7988,3008,10996,3546,3111,6657,4241,3038,7279,433,720,1153,14943,25457,40400,25993,14876,40869,3596,3151,6747,800,156887.1781,196.1089727,3.0018,30.9876,2023,224.5881431,196.1089726
Bukedi,Budaka District,22,17,39,16865,8492,25357,19743,6177,25920,9580,7526,17106,14680,13280,27960,22,17,39,16931,8486,25417,19515,6112,25627,14619,13232,27851,9562,7512,17074,96008,21,17,38,16399,8241,24640,19091,5878,24969,14205,12885,27090,9310,7339,16649,1429,3250,4679,34360,59026,93386,60890,35492,96382,14702,13297,27999,410,273088.8936,666.0704723,1.1005,34.0196,2023,351.5631805,666.0704722
Bugisu,Bududa District,20,16,36,4109,3034,7143,6471,3777,10248,1772,1355,3127,1704,1598,3302,20,16,36,4099,3023,7122,6453,3760,10213,1703,1597,3300,1763,1352,3115,23786,19,16,35,4087,3001,7088,6440,3706,10146,1700,1594,3294,1755,1351,3106,366,906,1272,9668,14001,23669,14076,9780,23856,1724,1614,3338,318,33036.28096,103.887676,1.003,34.3338,2023,719.9962983,103.887676
Busoga,Bugiri District,27,16,43,18601,10440,29041,27184,10799,37983,13953,11111,25064,18205,16704,34909,27,16,43,18573,10421,28994,27127,10782,37909,18067,16686,34753,13927,11072,24999,126698,25,16,41,18508,10393,28901,27040,10765,37805,18019,16779,34798,13866,11044,24910,1543,2853,4396,48997,77458,126455,77970,49070,127040,18232,16720,34952,1033,469578.2339,454.5771867,0.5316,0,2023,269.8123355,454.5771867
Bugisu,Bugisu,213,203,416,54466,37574,92040,95273,53392,148665,27710,22862,50572,37506,33062,70568,169,147,316,53258,36842,90100,91702,51755,143457,36554,32258,68812,27053,22335,49388,352073,168,147,315,51765,35748,87513,88940,50452,139392,35342,31301,66643,26042,21830,47872,4385,8819,13204,139478,202257,341735,215168,147093,362261,37719,33265,70984,2447,1788360.846,730.8381062,1.0783,34.1737,2023,196.8691055,730.8381063
Busoga,Bugweri District,4,11,15,14603,8967,23570,21977,9416,31393,8913,7210,16123,12381,11268,23649,4,11,15,14573,8963,23536,21905,9350,31255,12349,11246,23595,8907,7197,16104,94505,4,11,15,14370,8790,23160,21398,9144,30542,12108,11059,23167,8777,7087,15864,1174,2340,3514,36091,56657,92748,57878,36872,94750,12385,11279,23664,302,206308.9368,683.1421748,0.6116,33.5952,2023,458.0751637,683.1421748
Ankole,Buhweju District,1,0,1,469,417,886,929,638,1567,218,139,357,237,179,416,1,0,1,448,408,856,909,625,1534,233,175,408,209,136,345,3144,1,0,1,445,407,852,907,623,1530,232,175,407,208,133,341,10,49,59,1338,1793,3131,1854,1373,3227,238,179,417,751,129054.2863,171.8432574,0.3558,30.3897,2023,24.36184098,171.8432574
North Central,Buikwe District,45,29,74,17694,14199,31893,25327,18444,43771,11219,9454,20673,12187,10953,23140,43,27,70,16559,13368,29927,22924,17217,40141,11319,10135,21454,10636,8970,19606,111198,41,26,67,16043,13160,29203,22209,16799,39008,10682,9675,20357,10241,8677,18918,921,2402,3323,48337,59216,107553,66472,53079,119551,12232,10982,23214,1270,509486.0215,401.1700957,0.2827,0,2023,218.255252,401.1700957
Teso,Bukedea District,32,34,66,22624,11285,33909,29580,11132,40712,10480,8098,18578,11996,10382,22378,28,33,61,21855,10918,32773,28638,10354,38992,11739,10151,21890,10187,7938,18125,111841,28,33,61,21510,10782,32292,28221,10271,38492,11262,9762,21024,10008,7753,17761,2077,5647,7724,38601,71029,109630,74712,40931,115643,12028,10416,22444,1032,273714.4264,265.2271574,1.3557,34.1087,2023,408.604696,265.2271574
Bukedi,Bukedi,350,273,623,154288,88704,242992,200296,71919,272215,93313,76026,169339,134934,123817,258751,326,268,594,148978,85353,234331,193441,69064,262505,131143,119092,250235,89995,73515,163510,911175,313,260,573,149329,85409,234738,192070,68562,260632,130167,117855,248022,90906,73658,164564,9733,21041,30774,345744,562785,908529,583181,360739,943920,135284,124090,259374,4504,2318100.427,514.6759385,0,0,2023,393.069683,514.6759385
South Central,Bukomansimbi District,82,4,86,6322,5622,11944,6530,3537,10067,3931,3703,7634,3695,3644,7339,7,4,11,6241,5570,11811,6467,3505,9972,3652,3611,7263,3871,3625,7496,36553,7,4,11,6113,5350,11463,6324,3377,9701,3641,3517,7158,3824,3564,7388,211,639,850,15812,19909,35721,20560,16510,37070,3777,3648,7425,600,192380.5932,320.634322,0.1433,31.6055,2023,190.0035726,320.634322
Bugisu,Bukwo District,0,0,0,1529,1399,2928,2634,2268,4902,679,678,1357,639,611,1250,0,0,0,1433,1338,2771,2523,2188,4711,605,575,1180,645,635,1280,9942,0,0,0,1382,1283,2665,2456,2126,4582,586,541,1127,627,623,1250,26,63,89,4573,5051,9624,5481,4956,10437,639,611,1250,525,111604.6082,212.5802061,1.2819,34.7299,2023,89.08234311,212.5802061
Bugisu,Bulambuli District,7,6,13,6289,4027,10316,9434,4835,14269,2639,2109,4748,3774,3213,6987,7,6,13,6223,4001,10224,9347,4784,14131,3746,3193,6939,2628,2104,4732,36039,7,6,13,6141,3918,10059,9105,4751,13856,3718,3165,6883,2582,2067,4649,490,996,1486,13907,21553,35460,22143,14190,36333,3781,3219,7000,695,228451.3069,328.7069165,1.4815,34.2866,2023,157.7535296,328.7069164
Bunyoro,Buliisa District,5,2,7,11935,7296,19231,13112,6268,19380,6658,5264,11922,10384,9400,19784,4,2,6,11032,6805,17837,12046,5854,17900,9473,8497,17970,6155,4913,11068,64781,4,2,6,11788,7124,18912,12876,6170,19046,10243,9243,19486,6555,5186,11741,847,1836,2683,27725,41466,69191,42094,28230,70324,10389,9402,19791,1367,161399.1845,118.0681672,1.8992,31.3542,2023,401.3712969,118.0681672
Tooro,Bundibugyo District,10,13,23,16626,9503,26129,26143,12997,39140,8985,6872,15857,12080,11004,23084,8,13,21,16574,9473,26047,26046,12897,38943,12269,11010,23279,8995,6839,15834,104124,8,13,21,16470,9349,25819,25922,12931,38853,12123,10865,22988,8842,6753,15595,560,1075,1635,39911,63365,103276,63844,40389,104233,12090,11017,23107,850,260431.4787,306.389975,0.6852,0,2023,399.8134193,306.3899749
Tooro,Bunyangabu District,11,3,14,4862,4506,9368,7114,5702,12816,2826,2353,5179,2473,2365,4838,14,2,16,4623,4361,8984,6027,5355,11382,2218,2112,4330,2475,2192,4667,29379,9,2,11,4504,4296,8800,5927,5275,11202,2175,2073,4248,2423,2150,4573,175,406,581,13796,15038,28834,17286,14929,32215,2484,2368,4852,466,213564.5017,458.2929222,0.4871,30.2051,2023,137.5649968,458.2929221
Bunyoro,Bunyoro,222,192,414,101889,70228,172117,117091,60230,177321,52682,44366,97048,75758,69103,144861,187,172,359,108292,67413,175705,111028,56689,167717,70901,66348,137249,51719,42737,94456,575486,186,175,361,104542,67605,172147,111397,57343,168740,70986,66815,137801,50636,42549,93185,7110,16982,24092,234487,337747,572234,347642,244119,591761,75980,69295,145275,16580,2704860.052,163.1399307,0,0,2023,212.7599909,163.1399308
Ankole,Bushenyi District,0,0,0,2940,2802,5742,4585,3575,8160,1111,1030,2141,1030,976,2006,0,0,0,2900,2766,5666,4513,3532,8045,1012,964,1976,1095,1011,2106,17793,0,0,0,2804,2668,5472,4388,3419,7807,977,941,1918,1069,980,2049,36,264,300,8008,9238,17246,9666,8383,18049,1030,976,2006,845,278068.9869,329.0757241,0.4875,30.1127,2023,63.98771829,329.0757241
Bukedi,Busia District,88,79,167,31125,20878,52003,48708,20927,69635,18649,15811,34460,27197,24543,51740,81,80,161,29937,20113,50050,46673,19829,66502,26224,23730,49954,17969,15310,33279,199946,79,81,160,29566,19816,49382,46082,19527,65609,25886,23386,49272,18726,15087,33813,1793,3836,5629,77897,120339,198236,125767,82238,208005,27285,24622,51907,729,402765.9302,552.490988,0.4045,34.0196,2023,496.4322576,552.4909879
Busoga,Busoga,561,383,944,256302,151731,408033,430879,196457,627336,156983,124065,281048,228042,201641,429683,474,327,801,251694,148681,400375,415008,187668,602676,223857,198256,422113,154238,121657,275895,1701860,455,306,761,246226,145550,391776,406112,183608,589720,218464,193615,412079,150530,118598,269128,26604,57301,83905,641677,1021787,1663464,1072767,674277,1747044,228603,202024,430627,9443,4278191.054,453.0542257,0,0,2023,397.7989712,453.0542258
Bukedi,Butaleja District,104,65,169,18554,11308,29862,26241,9293,35534,12976,10953,23929,17284,15227,32511,94,61,155,17902,11062,28964,25345,9051,34396,16866,14787,31653,12618,10663,23281,118449,93,59,152,16861,10463,27324,24067,8713,32780,15772,13899,29671,11885,10109,21994,1022,2061,3083,43243,68678,111921,75159,46846,122005,17388,15292,32680,655,305119.5515,465.8313763,0,0,2023,388.2052114,465.8313763
South Central,Butambala District,8,9,17,8448,8590,17038,7575,5021,12596,4296,4439,8735,3006,3080,6086,6,9,15,8421,8528,16949,7503,4939,12442,2971,3032,6003,4259,4394,8653,44062,6,9,15,8041,8127,16168,7127,4749,11876,2782,2885,5667,4040,4167,8207,132,525,657,19937,21996,41933,23333,21139,44472,3014,3089,6103,405,112113.996,276.8246814,0.1742,32.1065,2023,393.0106996,276.8246815
Bukedi,Butebo District,14,14,28,6967,3646,10613,8009,2987,10996,4012,2929,6941,5005,4520,9525,13,13,26,6908,3620,10528,7899,2969,10868,4983,4505,9488,3991,2912,6903,37813,13,13,26,6574,3460,10034,7426,2780,10206,4699,4271,8970,3816,2800,6616,280,590,870,13324,22528,35852,24007,14096,38103,5019,4534,9553,236,164253.4117,695.9890328,1.2393,33.83,2023,230.2113521,695.9890326
North Central,Buvuma District,6,2,8,3597,2621,6218,6716,3629,10345,2487,2205,4692,3661,3449,7110,6,2,8,3590,2614,6204,6638,3600,10238,3625,3397,7022,2478,2201,4679,28151,6,2,8,3590,2614,6204,6639,3600,10239,3625,3399,7024,2478,2202,4680,193,507,700,11817,16338,28155,16467,11906,28373,3667,3451,7118,296,86212.41113,291.2581457,0.3765,33.2588,2023,326.5307121,291.2581457
Busoga,Buyende District,32,29,61,12856,7062,19918,21736,8763,30499,9006,7503,16509,15822,14080,29902,32,29,61,12852,7056,19908,21718,8754,30472,15817,14073,29890,9000,7477,16477,96808,32,29,61,12402,6746,19148,21041,8504,29545,15307,13667,28974,8667,7075,15742,4193,8233,12426,36021,57449,93470,59452,37437,96889,15854,14109,29963,1379,394616.1755,286.1611135,1.2414,33.1239,2023,245.3219255,286.1611135
Lango,Dokolo District,17,5,22,29890,15030,44920,28586,7923,36509,11598,8353,19951,14074,12538,26612,16,5,21,29430,14824,44254,28157,7824,35981,13862,12237,26099,11416,8225,19641,125996,16,5,21,29366,14703,44069,28043,7778,35821,13763,12209,25972,11338,8146,19484,1757,3430,5187,42841,82526,125367,84165,43849,128014,14091,12543,26634,1004,212127.2077,211.2820794,1.9131,33.1717,2023,593.9643545,211.2820794
Tooro,Fort Portal City,14,7,21,2271,2097,4368,4212,3243,7455,1405,1244,2649,1453,1417,2870,14,7,21,2226,2068,4294,4130,3203,7333,1447,1413,2860,1365,1238,2603,17111,14,12,26,2209,2058,4267,4063,3165,7228,1429,1399,2828,1352,1191,2543,50,231,281,7825,9067,16892,9355,8008,17363,1467,1424,2891,127,106065.4106,835.1607137,0.6546,30.2801,2023,161.3249777,835.1607134
South Central,Gomba District,4,0,4,6114,4985,11099,7520,5366,12886,3289,2942,6231,2541,2501,5042,4,0,4,5880,4772,10652,6859,4779,11638,2458,2409,4867,3090,2771,5861,33022,4,0,4,5363,4326,9689,6452,4543,10995,2279,2226,4505,2838,2536,5374,156,827,983,13631,16936,30567,19468,15794,35262,2545,2501,5046,1670,24524.16427,14.68512831,0.223,31.6739,2023,1346.508678,14.68512831
Acholi,Gulu City,84,97,181,12750,8826,21576,20433,10878,31311,7030,6728,13758,9583,9345,18928,74,84,158,11955,8167,20122,18338,9462,27800,8937,8743,17680,6422,6077,12499,78259,71,78,149,11810,8075,19885,18125,9378,27503,8845,8669,17514,6354,6013,12367,509,1515,2024,32213,45205,77418,49880,35874,85754,9667,9442,19109,222,227930.1138,1026.712224,2.7743,32.2882,2023,343.3464701,1026.712224
Acholi,Gulu District,50,45,95,21110,11053,32163,18658,7691,26349,9492,6989,16481,11116,10004,21120,49,44,93,20517,10736,31253,18013,7050,25063,10905,9715,20620,9274,6844,16118,93147,49,46,95,20151,10477,30628,17640,6950,24590,10750,9880,20630,9070,6706,15776,873,1636,2509,34059,57660,91719,60426,35782,96208,11166,10049,21215,1721,132401.5267,76.93290335,2.955,32.4467,2023,703.5190781,76.93290337
Bunyoro,Hoima City,13,8,21,3616,2664,6280,6322,3825,10147,1605,1398,3003,2129,2055,4184,7,6,13,3244,2406,5650,5677,3270,8947,1957,1916,3873,1449,1239,2688,21171,7,6,13,3406,2463,5869,5793,3385,9178,2026,1964,3990,1491,1306,2797,66,286,352,9124,12723,21847,13685,9950,23635,2142,2063,4205,227,138253.2838,609.0453031,1.4274,31.3484,2023,153.1319866,609.0453031
Bunyoro,Hoima District,14,3,17,7348,5499,12847,7061,3562,10623,3738,3191,6929,4502,4090,8592,5,3,8,7374,5472,12846,7049,3519,10568,4505,4081,8586,3732,3182,6914,38922,5,3,8,7296,5455,12751,6979,3483,10462,4489,4065,8554,3714,3170,6884,972,2077,3049,16176,22483,38659,22663,16345,39008,4516,4093,8609,1341,251786.8835,187.7605395,1.6343,31.171,2023,154.583112,187.7605395
Ankole,Ibanda District,42,35,77,20796,17367,38163,28952,19301,48253,8996,7469,16465,7434,6544,13978,35,30,65,19841,16552,36393,27474,18452,45926,7110,6283,13393,8630,7156,15786,111563,35,30,65,20103,16804,36907,27597,18621,46218,7253,6366,13619,8720,7426,16146,338,1097,1435,49247,63708,112955,66220,50716,116936,7476,6579,14055,622,302886.8755,486.9563914,0.0966,30.4818,2023,368.3322356,486.9563915
Busoga,Iganga District,36,44,80,41812,26847,68659,67953,32943,100896,22133,17639,39772,30012,27245,57257,34,43,77,40688,25949,66637,65124,31326,96450,29284,26608,55892,21356,16985,38341,257397,34,43,77,39608,25314,64922,63161,30468,93629,28344,25719,54063,20533,16405,36938,2447,6966,9413,97949,151680,249629,161946,104718,266664,30048,27289,57337,633,417259.6926,659.1780294,0.7236,33.4832,2023,616.8748254,659.1780294
Ankole,Isingiro District,103,75,178,22211,18122,40333,23888,14034,37922,10543,9361,19904,9663,8974,18637,103,75,178,22133,18062,40195,23761,13918,37679,9627,8941,18568,10522,9326,19848,116468,103,75,178,21406,17622,39028,23410,13751,37161,9305,8633,17938,10040,8758,18798,398,960,1358,48839,64264,113103,66408,50566,116974,9766,9049,18815,2536,618357.3554,243.8317647,0.8435,30.8039,2023,188.3506341,243.8317647
Busoga,Jinja City,151,77,228,11038,7628,18666,26896,15091,41987,6588,5908,12496,8517,8066,16583,88,36,124,8964,6221,15185,16936,8925,25861,6679,6302,12981,5317,4729,10046,64197,86,33,119,8556,6001,14557,16233,8671,24904,6428,6080,12508,5126,4541,9667,467,1159,1626,25326,36429,61755,53190,36770,89960,8668,8143,16811,179,275793.5959,1540.746346,0.5349,33.2139,2023,232.7719024,1540.746346
Busoga,Jinja District,24,18,42,14149,8822,22971,25347,12119,37466,9202,7227,16429,12636,10268,22904,9,6,15,13544,8459,22003,24058,11740,35798,12082,9918,22000,8863,6989,15852,95668,9,6,15,12781,7960,20741,22817,11300,34117,11258,9226,20484,8310,6570,14880,753,1680,2433,35062,55175,90237,61358,38454,99812,12660,10286,22946,499,274638.1622,550.3770786,0.5349,33.2139,2023,348.3419756,550.3770786
Karamoja,Kaabong District,30,40,70,5591,3956,9547,11205,5591,16796,2738,2383,5121,8892,8014,16906,30,39,69,5572,3942,9514,11111,5517,16628,8876,8086,16962,2733,2381,5114,48287,30,39,69,5560,3929,9489,11085,5507,16592,8844,8075,16919,2727,2376,5103,183,910,1093,19926,28246,48172,28456,19984,48440,8922,8054,16976,4751,243816.8023,51.31904912,3.5696,34.242,2023,198.0462361,51.31904911
Kigezi,Kabale District,2,3,5,605,607,1212,1785,2299,4084,244,209,453,256,231,487,2,3,5,548,558,1106,1594,2190,3784,226,201,427,209,179,388,5710,2,3,5,536,553,1089,1549,2123,3672,220,197,417,207,175,382,4,30,34,3051,2514,5565,2892,3349,6241,258,234,492,561,279546.1947,498.2998123,1.3505,30.0203,2023,20.42596218,498.2998123
Tooro,Kabarole District,0,1,1,4967,4480,9447,9549,6911,16460,2796,2355,5151,2776,2506,5282,0,1,1,4701,4286,8987,9006,6500,15506,2609,2373,4982,2675,2242,4917,34393,0,1,1,4535,4145,8680,8730,6329,15059,2476,2234,4710,2579,2150,4729,156,501,657,14859,18320,33179,20088,16253,36341,2776,2507,5283,1184,226762.4758,191.5223614,0.6833,0,2023,151.6697147,191.5223613
Teso,Kaberamaido District,19,20,39,21896,12754,34650,19767,7537,27304,9139,7146,16285,9164,8186,17350,19,21,40,20717,12021,32738,18884,7155,26039,8847,7876,16723,8747,6866,15613,91153,18,20,38,20917,12125,33042,19292,7092,26384,8861,7914,16775,8801,6876,15677,811,1623,2434,34027,57889,91916,59985,35643,95628,9183,8206,17389,689,136911.5679,198.7105484,1.6325,0,2023,665.7801192,198.7105485
Bunyoro,Kagadi District,39,37,76,9228,5618,14846,12449,6363,18812,4049,3332,7381,4859,4491,9350,35,34,69,8763,5321,14084,11560,5898,17458,4385,4084,8469,3777,3056,6833,46913,37,36,73,8785,5316,14101,11579,5962,17541,4378,4245,8623,3726,3112,6838,737,1829,2566,18671,28505,47176,30624,19841,50465,4898,4528,9426,1420,457452.1939,322.1494324,0.95,30.8,2023,102.5527927,322.1494323
Bunyoro,Kakumiro District,36,28,64,10936,7417,18353,13090,6285,19375,5072,4158,9230,6061,5205,11266,33,27,60,10717,7265,17982,12780,6070,18850,5972,5097,11069,5004,4079,9083,57044,34,28,62,10488,7166,17654,12561,6066,18627,5864,5024,10888,4937,4005,8942,723,2473,3196,22289,33884,56173,35195,23093,58288,6097,5233,11330,1701,412252.0803,242.3586598,1.0028,31.3084,2023,138.3716486,242.3586598
Teso,Kalaki District,38,37,75,15051,8008,23059,15421,5097,20518,6790,5458,12248,7265,6942,14207,38,37,75,14991,8008,22999,15421,5134,20555,7265,6942,14207,6790,5448,12238,70074,38,37,75,14991,8008,22999,15421,5133,20554,7265,6912,14177,6790,5448,12238,492,1015,1507,25538,44505,70043,44565,25542,70107,7303,6979,14282,658,145172.0796,220.6262608,0,0,2023,482.6961231,220.6262608
South Central,Kalangala District,3,7,10,924,878,1802,2387,2481,4868,590,593,1183,809,795,1604,3,7,10,921,878,1799,2369,2444,4813,805,790,1595,590,598,1188,9405,3,7,10,912,856,1768,2334,2383,4717,786,777,1563,581,592,1173,31,247,278,4615,4616,9231,4713,4754,9467,812,802,1614,452,72102.0829,159.5178825,0.6351,32.5373,2023,130.4400597,159.5178825
Busoga,Kaliro District,114,77,191,13418,7438,20856,27528,13172,40700,8465,6712,15177,18274,16272,34546,114,77,191,13405,7438,20843,27401,13172,40573,18264,16272,34536,8465,6704,15169,111312,102,61,163,13166,7340,20506,26699,12828,39527,17898,15690,33588,8301,6593,14894,3614,7166,10780,42512,66166,108678,67799,43671,111470,18388,16349,34737,779,240794.7953,309.1075678,0.8927,33.5028,2023,462.2691278,309.1075678
South Central,Kalungu District,11,6,17,6971,6031,13002,6335,3854,10189,3590,3601,7191,3340,3477,6817,11,6,17,6934,5971,12905,6259,3748,10007,3295,3434,6729,3555,3559,7114,36772,11,6,17,6879,5893,12772,6216,3768,9984,3320,3450,6770,3533,3533,7066,251,657,908,16650,19959,36609,20247,16969,37216,3351,3483,6834,790,216324.0357,273.8278933,0.0953,31.7651,2023,169.985734,273.8278933
Kampala,Kampala,1298,1153,2451,35795,30752,66547,86049,77926,163975,26559,25420,51979,28191,27953,56144,477,442,919,22816,19789,42605,49870,45378,95248,18070,16351,34421,15780,14869,30649,203842,488,392,880,22481,19492,41973,48916,46285,95201,16426,15761,32187,15291,14272,29563,924,4199,5123,96202,103602,199804,177892,163204,341096,29489,29106,58595,195,1766297.729,9057.937072,0.3152,32.5816,2023,115.4063648,9057.937072
Kampala,Kampala District,1298,1153,2451,35795,30752,66547,86049,77926,163975,26559,25420,51979,28191,27953,56144,477,442,919,22816,19789,42605,49870,45378,95248,18070,16351,34421,15780,14869,30649,203842,488,392,880,22481,19492,41973,48916,46285,95201,16426,15761,32187,15291,14272,29563,924,4199,5123,96202,103602,199804,177892,163204,341096,29489,29106,58595,195,1766297.729,9057.937072,0.3152,32.5816,2023,115.4063648,9057.937072
